Date : 2025-09-09 17:37:34
Directory : c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me
Total : 360 files,  94533 codes, 804 comments, 5093 blanks, all 100430 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\users\[id]\route.ts                                       | TypeScript         |         47 |          1 |          7 |         55 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\auth\[...all]\route.ts                                          | TypeScript         |          3 |          0 |          2 |          5 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\auth\can\route.ts                                               | TypeScript         |         13 |          0 |          2 |         15 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\apikeys\route.ts                                        | TypeScript         |        306 |          9 |         13 |        328 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\blog\route.ts                                           | TypeScript         |        246 |          0 |          6 |        252 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\configs\route.ts                                        | TypeScript         |         40 |          1 |          7 |         48 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\entitlements\route.ts                                   | TypeScript         |         25 |          1 |          7 |         33 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\instances\[id]\token\revoke\route.ts                    | TypeScript         |         32 |          0 |          6 |         38 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\instances\[id]\token\rotate\route.ts                    | TypeScript         |         37 |          0 |          7 |         44 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\instances\route.ts                                      | TypeScript         |        108 |          1 |         11 |        120 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\channels\[id]\route.ts             | TypeScript         |         38 |          0 |          3 |         41 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\channels\route.ts                  | TypeScript         |         44 |          0 |          3 |         47 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\presets\[id]\route.ts              | TypeScript         |         38 |          0 |          3 |         41 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\presets\route.ts                   | TypeScript         |         44 |          0 |          3 |         47 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\send-multi\route.ts                | TypeScript         |         40 |          0 |          5 |         45 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\integrations\discord\send\route.ts                      | TypeScript         |         35 |          0 |          6 |         41 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\master-objects\[id]\route.ts                            | TypeScript         |         97 |          0 |          9 |        106 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\master-objects\[id]\versions\route.ts                   | TypeScript         |         38 |          0 |          7 |         45 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\master-objects\route.ts                                 | TypeScript         |         49 |          0 |          8 |         57 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\deliveries\route.ts                       | TypeScript         |         86 |          3 |         12 |        101 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\destinations\[destId]\route.ts            | TypeScript         |         65 |          1 |          3 |         69 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\destinations\route.ts                     | TypeScript         |         52 |          2 |          6 |         60 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\route.ts                                  | TypeScript         |         44 |          0 |          7 |         51 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\[id]\test\route.ts                             | TypeScript         |         32 |          1 |          7 |         40 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\deliveries\[deliveryId]\retry\route.ts         | TypeScript         |         50 |          2 |          8 |         60 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\events\route.ts                                | TypeScript         |         10 |          0 |          3 |         13 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\route.ts                                       | TypeScript         |         38 |          0 |          8 |         46 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\test\route.ts                                  | TypeScript         |         18 |          0 |          4 |         22 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\docs.ts                                                         | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\docs\route.ts                                                   | TypeScript         |        272 |          2 |         13 |        287 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\protected\route.ts                                              | TypeScript         |         43 |          3 |          7 |         53 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\blog\[postId]\rating\route.ts                            | TypeScript         |        132 |         10 |         18 |        160 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\marketplace\categories\route.ts                          | TypeScript         |         17 |          0 |          3 |         20 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\marketplace\items\route.ts                               | TypeScript         |         82 |          4 |          9 |         95 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\marketplace\requests\route.ts                            | TypeScript         |         69 |          1 |          8 |         78 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\webhooks\events\route.ts                                 | TypeScript         |         40 |          0 |          3 |         43 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\entitlements\route.ts                                        | TypeScript         |         65 |          2 |          8 |         75 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\config\route.ts                               | TypeScript         |        102 |          4 |         21 |        127 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\route.ts                                      | TypeScript         |         29 |          0 |          5 |         34 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\snapshots\[snapshotId]\restore\route.ts       | TypeScript         |         64 |          2 |         12 |         78 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\token\rotate\route.ts                         | TypeScript         |         25 |          0 |          6 |         31 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\register\route.ts                                            | TypeScript         |         76 |          4 |         12 |         92 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\admin\route.ts                                | TypeScript         |         16 |          0 |          3 |         19 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\categories\[id]\route.ts                      | TypeScript         |         42 |          2 |          4 |         48 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\categories\route.ts                           | TypeScript         |         61 |          1 |          4 |         66 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\[id]\categories\route.ts                | TypeScript         |         67 |          3 |         10 |         80 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\categories\batch\route.ts               | TypeScript         |         30 |          3 |          5 |         38 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\categories\route.ts                     | TypeScript         |         24 |          1 |          4 |         29 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\route.ts                                | TypeScript         |        323 |         12 |         26 |        361 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\requests\route.ts                             | TypeScript         |        101 |          1 |         17 |        119 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\get\route.ts                                                 | TypeScript         |         18 |          0 |          2 |         20 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\sync\route.ts                                                | TypeScript         |         19 |          0 |          2 |         21 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\fertility\route.ts                                    | TypeScript         |         34 |          0 |          3 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\partner\route.ts                                      | TypeScript         |         34 |          0 |          3 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\pregnancy\route.ts                                    | TypeScript         |         34 |          0 |          3 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\settings\route.ts                                     | TypeScript         |         34 |          0 |          3 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\webhooks.ts                                                     | TypeScript         |         13 |          1 |          4 |         18 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\apps\register\page.tsx                                              | TypeScript JSX     |        107 |          0 |          7 |        114 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\[slug]\page.tsx                                                | TypeScript JSX     |        235 |          0 |          2 |        237 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\page.tsx                                                       | TypeScript JSX     |        590 |         18 |         29 |        637 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\public\page.tsx                                                | TypeScript JSX     |        337 |          4 |         22 |        363 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\rss\route.ts                                                   | TypeScript         |         69 |          1 |          8 |         78 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\AdminDashboard.tsx                                  | TypeScript JSX     |      1,132 |         14 |         36 |      1,182 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\page.tsx                                            | TypeScript JSX     |         16 |          0 |          2 |         18 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\SeedRbacCard.tsx                        | TypeScript JSX     |         67 |          0 |          7 |         74 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\overrides\page.tsx                      | TypeScript JSX     |         47 |          0 |          4 |         51 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\page.tsx                                | TypeScript JSX     |         30 |          0 |          3 |         33 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\roles\[roleId]\page.tsx                 | TypeScript JSX     |        103 |          0 |         10 |        113 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\roles\page.tsx                          | TypeScript JSX     |         57 |          0 |          6 |         63 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\actions-client.tsx                                | TypeScript JSX     |        109 |          3 |          5 |        117 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\client-actions.tsx                                | TypeScript JSX     |         38 |          0 |          5 |         43 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\components\table.tsx                              | TypeScript JSX     |        422 |          3 |         23 |        448 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\page.tsx                                          | TypeScript JSX     |         69 |          5 |          7 |         81 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\categories\page.tsx                                  | TypeScript JSX     |        303 |          1 |         22 |        326 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\edit\[id]\page.tsx                                   | TypeScript JSX     |        143 |          0 |         10 |        153 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\manage\page.tsx                                      | TypeScript JSX     |        276 |          5 |         15 |        296 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\new\page.tsx                                         | TypeScript JSX     |        112 |          0 |          8 |        120 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\page.tsx                                             | TypeScript JSX     |        164 |          0 |          7 |        171 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\settings\page.tsx                                    | TypeScript JSX     |        243 |          4 |         17 |        264 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\configs\components\table.tsx                              | TypeScript JSX     |         36 |          0 |          4 |         40 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\configs\page.tsx                                          | TypeScript JSX     |         34 |          0 |          4 |         38 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\entitlements\components\table.tsx                         | TypeScript JSX     |         39 |          0 |          4 |         43 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\entitlements\page.tsx                                     | TypeScript JSX     |         34 |          0 |          4 |         38 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\instances\components\table.tsx                            | TypeScript JSX     |         52 |          0 |          5 |         57 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\instances\page.tsx                                        | TypeScript JSX     |         33 |          0 |          4 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\layout.tsx                                                | TypeScript JSX     |          5 |          0 |          2 |          7 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\[id]\page.tsx                                     | TypeScript JSX     |        574 |         15 |         33 |        622 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\components\columns.tsx                            | TypeScript JSX     |         40 |          0 |          4 |         44 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\new\page.tsx                                      | TypeScript JSX     |         47 |          1 |          4 |         52 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\page.tsx                                          | TypeScript JSX     |         38 |          1 |          4 |         43 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\page.tsx                                                  | TypeScript JSX     |        471 |         14 |         29 |        514 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace-scrape\Importer.tsx                     | TypeScript JSX     |        145 |          0 |         13 |        158 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace-scrape\Scraper.tsx                      | TypeScript JSX     |        123 |          2 |         16 |        141 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace-scrape\page.tsx                         | TypeScript JSX     |         44 |          0 |          6 |         50 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\categories\CategoriesEditor.tsx         | TypeScript JSX     |        588 |         35 |         23 |        646 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\categories\page.tsx                     | TypeScript JSX     |         33 |          0 |          5 |         38 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\Explorer.tsx                   | TypeScript JSX     |      1,411 |         33 |         43 |      1,487 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\components\CategoryPicker.tsx  | TypeScript JSX     |        172 |         24 |         12 |        208 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\components\ExplorerClient.tsx  | TypeScript JSX     |      1,054 |         31 |         28 |      1,113 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\components\ExplorerToolbar.tsx | TypeScript JSX     |        292 |         10 |          9 |        311 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\components\types.ts            | TypeScript         |         19 |          1 |          2 |         22 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\page.tsx                       | TypeScript JSX     |         42 |          4 |          6 |         52 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\new\page.tsx                            | TypeScript JSX     |        190 |          0 |         17 |        207 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\new\ui.tsx                              | TypeScript JSX     |        391 |          5 |         19 |        415 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\page.tsx                                | TypeScript JSX     |          5 |          0 |          3 |          8 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\requests\page.tsx                       | TypeScript JSX     |         29 |          0 |          5 |         34 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\requests\ui.tsx                         | TypeScript JSX     |        110 |          0 |         10 |        120 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\userprofile\api-card.tsx                                  | TypeScript JSX     |         10 |          0 |          2 |         12 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\userprofile\organization-card.tsx                         | TypeScript JSX     |        913 |         11 |         22 |        946 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\userprofile\page.tsx                                      | TypeScript JSX     |         37 |          0 |          4 |         41 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\userprofile\user-card.tsx                                 | TypeScript JSX     |        887 |          2 |         18 |        907 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\create-dialog.tsx                     | TypeScript JSX     |        207 |          1 |          7 |        215 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\discord-embed-dialog.tsx              | TypeScript JSX     |        589 |          8 |         44 |        641 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\table.tsx                             | TypeScript JSX     |        592 |          2 |         30 |        624 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\components\verification-drawer.tsx               | TypeScript JSX     |         77 |          0 |          7 |         84 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\webhooks\page.tsx                                         | TypeScript JSX     |        134 |          2 |         12 |        148 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\debug\api-keys\page.tsx                                             | TypeScript JSX     |         14 |          0 |          3 |         17 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\debug\client-test\page.tsx                                          | TypeScript JSX     |        190 |          4 |         10 |        204 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\error.tsx                                                           | TypeScript JSX     |         60 |          3 |          4 |         67 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\global-error.tsx                                                    | TypeScript JSX     |         44 |          2 |          4 |         50 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\globals.css                                                         | PostCSS            |        390 |         35 |         31 |        456 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\layout.tsx                                                          | TypeScript JSX     |         64 |          1 |          3 |         68 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\marketplace\ClientExplorer.tsx                                      | TypeScript JSX     |      1,014 |         39 |         40 |      1,093 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\marketplace\page.tsx                                                | TypeScript JSX     |         11 |          0 |          2 |         13 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\marketplace\request\page.tsx                                        | TypeScript JSX     |         13 |          0 |          3 |         16 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\marketplace\request\ui.tsx                                          | TypeScript JSX     |        237 |          4 |         30 |        271 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\not-found.tsx                                                       | TypeScript JSX     |         30 |          0 |          2 |         32 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\oauth\authorize\concet-buttons.tsx                                  | TypeScript JSX     |         45 |          0 |          3 |         48 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\oauth\authorize\page.tsx                                            | TypeScript JSX     |        105 |          1 |          8 |        114 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\page.tsx                                                            | TypeScript JSX     |        711 |         13 |         38 |        762 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\sitemap.ts                                                          | TypeScript         |         31 |          1 |          6 |         38 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\wearing\page.tsx                                                    | TypeScript JSX     |         86 |          3 |          7 |         96 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components.json                                                         | JSON               |         21 |          0 |          1 |         22 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\account-switch.tsx                                           | TypeScript JSX     |        120 |          0 |          3 |        123 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\action-toast.tsx                                             | TypeScript JSX     |         24 |          0 |          3 |         27 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\api-key-manager.tsx                                          | TypeScript JSX     |        497 |         16 |         38 |        551 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\app-shell.tsx                                                | TypeScript JSX     |        411 |         10 |         11 |        432 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\blog\category-sidebar.tsx                                    | TypeScript JSX     |         65 |          0 |          5 |         70 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\blog\email-template-editor.tsx                               | TypeScript JSX     |         87 |          0 |          7 |         94 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\blog\rating.tsx                                              | TypeScript JSX     |        102 |          4 |          9 |        115 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\blog\toc.tsx                                                 | TypeScript JSX     |         91 |          3 |         10 |        104 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\dashboard\charts.tsx                                         | TypeScript JSX     |        134 |          0 |          4 |        138 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\logout-button.tsx                              | TypeScript JSX     |         36 |          1 |          5 |         42 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\one-tap.tsx                                    | TypeScript JSX     |        210 |          0 |          6 |        216 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\sign-in-btn.tsx                                | TypeScript JSX     |         82 |          1 |          5 |         88 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\sign-in.tsx                                    | TypeScript JSX     |        221 |          0 |          9 |        230 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\auth\sign-up.tsx                                    | TypeScript JSX     |        210 |          0 |          6 |        216 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\logo.tsx                                     | TypeScript JSX     |         27 |          0 |          4 |         31 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\markdown.tsx                                 | TypeScript JSX     |        157 |          1 |          5 |        163 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\theme-toggle.tsx                             | TypeScript JSX     |         19 |          0 |          5 |         24 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\common\work-in-progress-notice.tsx                  | TypeScript JSX     |         60 |          2 |          8 |         70 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\features\shell\app-shell.tsx                                 | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\json-editor.tsx                                              | TypeScript JSX     |        144 |          4 |         12 |        160 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\logo.tsx                                                     | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\logout-button.tsx                                            | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\one-tap.tsx                                                  | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\org-team-picker.tsx                                  | TypeScript JSX     |        196 |         11 |         17 |        224 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\scope-options.ts                                     | TypeScript         |         17 |          1 |          2 |         20 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\scope-selector.tsx                                   | TypeScript JSX     |        167 |          3 |         12 |        182 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\team-picker.tsx                                      | TypeScript JSX     |        142 |         11 |         12 |        165 |
